date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:21:16	5972/5972	---MCZ	200	added ('OK')	application/json	date:Sat,%2014%20Sep%202024%2007:51:11%20GMT	https://www.hearingloss.org/wp-json/wp/v2/pages/2	D:/Sarathi/www.hearingloss.org/wp-json/wp/v2/pages/2.json	(from https://www.hearingloss.org/)
13:21:16	226030/226030	---MCZ	200	added ('OK')	application/json	date:Sat,%2014%20Sep%202024%2007:51:11%20GMT	https://www.hearingloss.org/wp-json/	D:/Sarathi/www.hearingloss.org/wp-json/index.html	(from https://www.hearingloss.org/)
13:21:17	829/829	---MCZ	200	added ('OK')	text/xml	date:Sat,%2014%20Sep%202024%2007:51:12%20GMT	https://www.hearingloss.org/xmlrpc.php?rsd	D:/Sarathi/www.hearingloss.org/xmlrpc0db0.php	(from https://www.hearingloss.org/)
13:21:18	2209/2209	---MCZ	200	added ('OK')	application/json	date:Sat,%2014%20Sep%202024%2007:51:13%20GMT	https://www.hearingloss.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.hearingloss.org%2F	D:/Sarathi/www.hearingloss.org/wp-json/oembed/1.0/embed6cef.json	(from https://www.hearingloss.org/)
13:21:19	2368/2368	---MCZ	200	added ('OK')	text/xml	date:Sat,%2014%20Sep%202024%2007:51:14%20GMT	https://www.hearingloss.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.hearingloss.org%2F&format=xml	D:/Sarathi/www.hearingloss.org/wp-json/oembed/1.0/embedaaec	(from https://www.hearingloss.org/)
13:21:20	6667/6667	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Jul%202023%2020:46:57%20GMT	https://150127906.v2.pressablecdn.com/wp-content/uploads/hlaa-favicon-2-150x150.png	D:/Sarathi/150127906.v2.pressablecdn.com/wp-content/uploads/hlaa-favicon-2-150x150.png	(from https://www.hearingloss.org/)
13:21:20	29499/29499	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Jul%202023%2020:46:56%20GMT	https://150127906.v2.pressablecdn.com/wp-content/uploads/hlaa-favicon-2.png	D:/Sarathi/150127906.v2.pressablecdn.com/wp-content/uploads/hlaa-favicon-2.png	(from https://www.hearingloss.org/)
13:21:20	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Sat,%2014%20Sep%202024%2007:51:15%20GMT	https://www.googletagmanager.com/gtm.js?id=	D:/Sarathi/www.googletagmanager.com/gtm.155445.delayed	(from https://www.hearingloss.org/)
13:21:21	171/171	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2014%20Sep%202024%2007:51:16%20GMT	http://s7.addthis.com/js/300/addthis_widget.js	D:/Sarathi/s7.addthis.com/js/300/addthis_widget.16.delayed	(from https://www.hearingloss.org/)
13:21:21	56/56	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2014%20Sep%202024%2007:51:16%20GMT	https://s7.addthis.com/js/300/addthis_widget.js	D:/Sarathi/s7.addthis.com/js/300/addthis_widget.js	(from https://www.hearingloss.org/)
13:21:21	0/0	---M--	301	error ('Moved%20Permanently')	text/plain	date:Sat,%2014%20Sep%202024%2007:51:16%20GMT	http://connect.facebook.net/en_US/sdk.js	D:/Sarathi/connect.facebook.net/en_US/sdk.18.delayed	(from https://www.hearingloss.org/)
13:21:22	3093/3093	---M-Z	200	added ('OK')	application/x-javascript	etag:%224eb478b42bc3b7ae4b19965b238bcabf%22	https://connect.facebook.net/en_US/sdk.js	D:/Sarathi/connect.facebook.net/en_US/sdk.js	(from https://www.hearingloss.org/)
13:21:23	26361/26361	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Jul%202023%2020:46:51%20GMT	https://150127906.v2.pressablecdn.com/wp-content/uploads/2017/12/HLAA-horiz-logo_4C.png	D:/Sarathi/150127906.v2.pressablecdn.com/wp-content/uploads/2017/12/HLAA-horiz-logo_4C.png	(from https://www.hearingloss.org/)
13:21:23	19392/19392	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Jul%202023%2020:46:51%20GMT	https://150127906.v2.pressablecdn.com/wp-content/uploads/2017/12/HLAA-horiz-logo_website.png	D:/Sarathi/150127906.v2.pressablecdn.com/wp-content/uploads/2017/12/HLAA-horiz-logo_website.png	(from https://www.hearingloss.org/)
13:21:24	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2014%20Sep%202024%2007:51:19%20GMT	https://www.hearingloss.org/membership	D:/Sarathi/www.hearingloss.org/membership	(from https://www.hearingloss.org/)
13:21:24	0/0	---M--	301	error ('Moved%20Permanently')	application/binary	date:Sat,%2014%20Sep%202024%2007:51:19%20GMT	http://translate.google.com/translate_a/element.js?cb=googleTranslateElementInit	D:/Sarathi/translate.google.com/translate_a/element.1da0d8.delayed	(from https://www.hearingloss.org/)
13:21:25	185424/185424	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:51:19%20GMT	https://www.hearingloss.org/news-media/e-news/	D:/Sarathi/www.hearingloss.org/news-media/e-news/index.html	(from https://www.hearingloss.org/)
13:21:29	124628/124628	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:51:20%20GMT	https://www.hearingloss.org/make-an-impact/hlaa-membership/	D:/Sarathi/www.hearingloss.org/make-an-impact/hlaa-membership/index.html	(from https://www.hearingloss.org/)
13:21:29	120353/120353	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:51:20%20GMT	https://www.hearingloss.org/programs-events/calendar/	D:/Sarathi/www.hearingloss.org/programs-events/calendar/index.html	(from https://www.hearingloss.org/)
13:21:29	81211/81211	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:51:20%20GMT	https://www.hearingloss.org/donate/?	D:/Sarathi/www.hearingloss.org/donate/indexd41d.html	(from https://www.hearingloss.org/)
13:21:29	91820/91820	---MC-	200	added ('OK')	text/javascript	date:Sat,%2014%20Sep%202024%2007:51:20%20GMT	https://translate.google.com/translate_a/element.js?cb=googleTranslateElementInit	D:/Sarathi/translate.google.com/translate_a/elementa0d8.js	(from https://www.hearingloss.org/)
13:21:34	113862/113862	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:51:25%20GMT	https://www.hearingloss.org/hearing-help/	D:/Sarathi/www.hearingloss.org/hearing-help/index.html	(from https://www.hearingloss.org/)
13:21:35	59189/59189	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Sep%202024%2020:35:27%20GMT	https://150127906.v2.pressablecdn.com/wp-content/uploads/employment-oct-28-hero-slide-1400x600.jpg	D:/Sarathi/150127906.v2.pressablecdn.com/wp-content/uploads/employment-oct-28-hero-slide-1400x600.jpg	(from https://www.hearingloss.org/)
13:21:35	156691/156691	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:51:25%20GMT	https://www.hearingloss.org/hearing-help/hearing-loss-basics/	D:/Sarathi/www.hearingloss.org/hearing-help/hearing-loss-basics/index.html	(from https://www.hearingloss.org/)
13:21:35	142789/142789	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:51:26%20GMT	https://www.hearingloss.org/hearing-help/hearing-loss-basics/symptoms-diagnosing/	D:/Sarathi/www.hearingloss.org/hearing-help/hearing-loss-basics/symptoms-diagnosing/index.html	(from https://www.hearingloss.org/)
13:21:40	127712/127712	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:51:31%20GMT	https://www.hearingloss.org/hearing-help/hearing-loss-basics/types-causes-and-treatment/	D:/Sarathi/www.hearingloss.org/hearing-help/hearing-loss-basics/types-causes-and-treatment/index.html	(from https://www.hearingloss.org/)
13:21:40	118107/118107	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:51:31%20GMT	https://www.hearingloss.org/hearing-help/hearing-loss-basics/ida-telecare-tools/	D:/Sarathi/www.hearingloss.org/hearing-help/hearing-loss-basics/ida-telecare-tools/index.html	(from https://www.hearingloss.org/)
13:21:40	132890/132890	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:51:31%20GMT	https://www.hearingloss.org/hearing-help/hearing-loss-basics/genetics-and-hearing-loss/	D:/Sarathi/www.hearingloss.org/hearing-help/hearing-loss-basics/genetics-and-hearing-loss/index.html	(from https://www.hearingloss.org/)
13:21:40	81963/81963	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Mar%202024%2019:49:36%20GMT	https://150127906.v2.pressablecdn.com/wp-content/uploads/joy-of-music-hero-slide-rs-v1-1400x600.jpg	D:/Sarathi/150127906.v2.pressablecdn.com/wp-content/uploads/joy-of-music-hero-slide-rs-v1-1400x600.jpg	(from https://www.hearingloss.org/)
13:21:41	117312/117312	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:51:36%20GMT	https://www.hearingloss.org/hearing-help/hearing-loss-basics/prevention/	D:/Sarathi/www.hearingloss.org/hearing-help/hearing-loss-basics/prevention/index.html	(from https://www.hearingloss.org/)
13:21:46	118285/118285	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:51:36%20GMT	https://www.hearingloss.org/hearing-help/hearing-loss-basics/living-well-with-hearing-loss/	D:/Sarathi/www.hearingloss.org/hearing-help/hearing-loss-basics/living-well-with-hearing-loss/index.html	(from https://www.hearingloss.org/)
13:21:46	114950/114950	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:51:37%20GMT	https://www.hearingloss.org/forums-mayo-clinic-connect/	D:/Sarathi/www.hearingloss.org/forums-mayo-clinic-connect/index.html	(from https://www.hearingloss.org/)
13:21:46	232619/232619	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:51:37%20GMT	https://www.hearingloss.org/hearing-help/find-a-professional/	D:/Sarathi/www.hearingloss.org/hearing-help/find-a-professional/index.html	(from https://www.hearingloss.org/)
13:21:46	1261527/1261527	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Jul%202023%2020:47:07%20GMT	https://150127906.v2.pressablecdn.com/wp-content/uploads/walkers_along_basin-1.jpg	D:/Sarathi/150127906.v2.pressablecdn.com/wp-content/uploads/walkers_along_basin-1.jpg	(from https://www.hearingloss.org/)
13:21:51	126887/126887	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:51:42%20GMT	https://www.hearingloss.org/hearing-help/glossary/	D:/Sarathi/www.hearingloss.org/hearing-help/glossary/index.html	(from https://www.hearingloss.org/)
13:21:52	117955/117955	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:51:43%20GMT	https://www.hearingloss.org/hearing-help/technology/	D:/Sarathi/www.hearingloss.org/hearing-help/technology/index.html	(from https://www.hearingloss.org/)
13:21:52	230410/230410	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:51:42%20GMT	https://www.hearingloss.org/hearing-help/helpful-links/	D:/Sarathi/www.hearingloss.org/hearing-help/helpful-links/index.html	(from https://www.hearingloss.org/)
13:21:52	730595/730595	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Jul%202023%2020:47:07%20GMT	https://150127906.v2.pressablecdn.com/wp-content/uploads/couple_redsmartphone.jpg	D:/Sarathi/150127906.v2.pressablecdn.com/wp-content/uploads/couple_redsmartphone.jpg	(from https://www.hearingloss.org/)
13:21:53	181316/181316	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:51:48%20GMT	https://www.hearingloss.org/hearing-help/technology/hearing-aids/	D:/Sarathi/www.hearingloss.org/hearing-help/technology/hearing-aids/index.html	(from https://www.hearingloss.org/)
13:21:53	135008/135008	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:51:48%20GMT	https://www.hearingloss.org/hearing-help/technology/otc-hearing-aids/	D:/Sarathi/www.hearingloss.org/hearing-help/technology/otc-hearing-aids/index.html	(from https://www.hearingloss.org/)
13:21:58	124685/124685	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:51:49%20GMT	https://www.hearingloss.org/hearing-help/technology/hat/	D:/Sarathi/www.hearingloss.org/hearing-help/technology/hat/index.html	(from https://www.hearingloss.org/)
13:21:59	130704/130704	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:51:48%20GMT	https://www.hearingloss.org/hearing-help/technology/cochlear-implantable-devices/	D:/Sarathi/www.hearingloss.org/hearing-help/technology/cochlear-implantable-devices/index.html	(from https://www.hearingloss.org/)
13:21:59	148903/148903	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:51:50%20GMT	https://www.hearingloss.org/hearing-help/technology/hat/hearing-loop-technology/	D:/Sarathi/www.hearingloss.org/hearing-help/technology/hat/hearing-loop-technology/index.html	(from https://www.hearingloss.org/)
13:21:59	310066/310066	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Jul%202023%2020:46:51%20GMT	https://150127906.v2.pressablecdn.com/wp-content/uploads/2017/09/banner-Walk4Hearing.jpg	D:/Sarathi/150127906.v2.pressablecdn.com/wp-content/uploads/2017/09/banner-Walk4Hearing.jpg	(from https://www.hearingloss.org/)
13:22:00	13972/13972	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Jan%202024%2018:52:19%20GMT	https://150127906.v2.pressablecdn.com/wp-content/uploads/hlaa-2024-convention-logo-481x155-1.jpg	D:/Sarathi/150127906.v2.pressablecdn.com/wp-content/uploads/hlaa-2024-convention-logo-481x155-1.jpg	(from https://www.hearingloss.org/)
13:22:00	113069/113069	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:51:55%20GMT	https://www.hearingloss.org/hearing-help/technology/alerting-devices/	D:/Sarathi/www.hearingloss.org/hearing-help/technology/alerting-devices/index.html	(from https://www.hearingloss.org/)
13:22:01	114750/114750	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:51:55%20GMT	https://www.hearingloss.org/hearing-help/technology/phones-mobile-devices/	D:/Sarathi/www.hearingloss.org/hearing-help/technology/phones-mobile-devices/index.html	(from https://www.hearingloss.org/)
13:22:01	145613/145613	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:51:55%20GMT	https://www.hearingloss.org/hearing-help/technology/cartcaptioning/	D:/Sarathi/www.hearingloss.org/hearing-help/technology/cartcaptioning/index.html	(from https://www.hearingloss.org/)
13:22:01	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2014%20Sep%202024%2007:51:56%20GMT	https://www.hearingloss.org/convention	D:/Sarathi/www.hearingloss.org/convention	(from https://www.hearingloss.org/)
13:22:02	129224/129224	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:51:57%20GMT	https://www.hearingloss.org/hearing-help/financial-assistance/	D:/Sarathi/www.hearingloss.org/hearing-help/financial-assistance/index.html	(from https://www.hearingloss.org/)
13:22:02	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2014%20Sep%202024%2007:51:57%20GMT	https://www.hearingloss.org/programs-events/hlaa-2024-convention	D:/Sarathi/www.hearingloss.org/programs-events/hlaa-2024-convention	(from https://www.hearingloss.org/)
13:22:03	152136/152136	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:51:57%20GMT	https://www.hearingloss.org/hearing-help/financial-assistance/medicaid/	D:/Sarathi/www.hearingloss.org/hearing-help/financial-assistance/medicaid/index.html	(from https://www.hearingloss.org/)
13:22:03	113152/113152	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:51:57%20GMT	https://www.hearingloss.org/hearing-help/technology/auditory-rehab-programs/	D:/Sarathi/www.hearingloss.org/hearing-help/technology/auditory-rehab-programs/index.html	(from https://www.hearingloss.org/)
13:22:04	124953/124953	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:51:58%20GMT	https://www.hearingloss.org/hearing-help/financial-assistance/state-agenices/	D:/Sarathi/www.hearingloss.org/hearing-help/financial-assistance/state-agenices/index.html	(from https://www.hearingloss.org/)
13:22:04	141847/141847	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:51:59%20GMT	https://www.hearingloss.org/hearing-help/financial-assistance/state-telephone-programs/	D:/Sarathi/www.hearingloss.org/hearing-help/financial-assistance/state-telephone-programs/index.html	(from https://www.hearingloss.org/)
13:22:09	120144/120144	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:51:59%20GMT	https://www.hearingloss.org/hearing-help/financial-assistance/state-hearing-aid-insurance-laws/	D:/Sarathi/www.hearingloss.org/hearing-help/financial-assistance/state-hearing-aid-insurance-laws/index.html	(from https://www.hearingloss.org/)
13:22:09	118594/118594	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:52:00%20GMT	https://www.hearingloss.org/hearing-help/communities/	D:/Sarathi/www.hearingloss.org/hearing-help/communities/index.html	(from https://www.hearingloss.org/)
13:22:09	131098/131098	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:52:00%20GMT	https://www.hearingloss.org/hearing-help/financial-assistance/state-hearing-aid-aca-rules/	D:/Sarathi/www.hearingloss.org/hearing-help/financial-assistance/state-hearing-aid-aca-rules/index.html	(from https://www.hearingloss.org/)
13:22:10	658326/658326	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Jul%202023%2020:47:08%20GMT	https://150127906.v2.pressablecdn.com/wp-content/uploads/excited_walker.jpg	D:/Sarathi/150127906.v2.pressablecdn.com/wp-content/uploads/excited_walker.jpg	(from https://www.hearingloss.org/)
13:22:10	114999/114999	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:52:05%20GMT	https://www.hearingloss.org/hearing-help/communities/parents/	D:/Sarathi/www.hearingloss.org/hearing-help/communities/parents/index.html	(from https://www.hearingloss.org/)
13:22:14	47757/47757	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2014%20Sep%202024%2007:52:06%20GMT	https://hearingloss.zoom.us/w_p/327896893/7ec8f9c2-fe17-4c7e-9f7b-0d20231cea7e.jpg	D:/Sarathi/hearingloss.zoom.us/w_p/327896893/7ec8f9c2-fe17-4c7e-9f7b-0d20231cea7e.jpg	(from https://www.hearingloss.org/)
13:22:15	122463/122463	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:52:06%20GMT	https://www.hearingloss.org/hearing-help/communities/employees/	D:/Sarathi/www.hearingloss.org/hearing-help/communities/employees/index.html	(from https://www.hearingloss.org/)
13:22:15	139657/139657	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:52:07%20GMT	https://www.hearingloss.org/hearing-help/communities/students_youngadults/	D:/Sarathi/www.hearingloss.org/hearing-help/communities/students_youngadults/index.html	(from https://www.hearingloss.org/)
13:22:15	262145/262145	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:52:06%20GMT	https://www.hearingloss.org/hearing-help/communities/patients/	D:/Sarathi/www.hearingloss.org/hearing-help/communities/patients/index.html	(from https://www.hearingloss.org/)
13:22:15	22293/22293	---M--	200	added ('OK')	image/jpeg	etag:%2264adbfb4-5715%22	https://www.hearingloss.org/wp-content/uploads/Walk4Hearing-2023-Logo-No-Tagline-348.jpg	D:/Sarathi/www.hearingloss.org/wp-content/uploads/Walk4Hearing-2023-Logo-No-Tagline-348.jpg	(from https://www.hearingloss.org/)
13:22:16	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2014%20Sep%202024%2007:52:11%20GMT	https://www.hearingloss.org/programs-events/calendar	D:/Sarathi/www.hearingloss.org/programs-events/calendar	(from https://www.hearingloss.org/)
13:22:18	119138/119138	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:52:11%20GMT	https://www.hearingloss.org/hearing-help/communities/veterans/	D:/Sarathi/www.hearingloss.org/hearing-help/communities/veterans/index.html	(from https://www.hearingloss.org/)
13:22:18	115809/115809	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:52:11%20GMT	https://www.hearingloss.org/programs-events/	D:/Sarathi/www.hearingloss.org/programs-events/index.html	(from https://www.hearingloss.org/)
13:22:18	113454/113454	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:52:12%20GMT	https://www.hearingloss.org/programs-events/advocacy/	D:/Sarathi/www.hearingloss.org/programs-events/advocacy/index.html	(from https://www.hearingloss.org/)
13:22:18	125331/125331	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:52:11%20GMT	https://www.hearingloss.org/hearing-help/communities/hlaa-national-virtual-meetings/	D:/Sarathi/www.hearingloss.org/hearing-help/communities/hlaa-national-virtual-meetings/index.html	(from https://www.hearingloss.org/)
13:22:22	122269/122269	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202024%2007:52:14%20GMT	https://www.hearingloss.org/programs-events/advocacy/know-your-rights/	D:/Sarathi/www.hearingloss.org/programs-events/advocacy/know-your-rights/index.html	(from https://www.hearingloss.org/)
